,First_pokemon,Second_pokemon,Winner,Loser,Winner Type 1,Winner Type 2,Winner Total,Loser Type 1,Loser Type 2,Loser Total,Winner stat higher than Loser,Winner Effectiveness against Loser,Winner Name
359,702,627,702,627,electric,fairy,431,normal,flying,350,TRUE,0.5,Virizion
360,403,412,403,412,electric,,263,bug,,224,TRUE,1,Huntail
361,517,136,136,517,fire,,525,psychic,,292,TRUE,1,Magmar
362,465,89,465,89,grass,,535,poison,poison,500,TRUE,4,Pachirisu
363,505,502,505,502,normal,,420,water,,413,TRUE,1,Toxicroak
364,601,644,644,601,dragon,electric,680,steel,,520,TRUE,0.5,Vanillite
365,459,84,84,459,normal,flying,310,grass,ice,334,FALSE,1,Ponyta
366,548,525,525,548,rock,,390,grass,,280,TRUE,2,Mamoswine
367,707,521,521,707,normal,flying,488,steel,fairy,470,TRUE,1,Yanmega
368,14,62,62,14,water,fight,510,bug,poison,205,TRUE,0.5,Mankey
369,728,501,728,501,water,,320,water,,308,TRUE,0.5,Bunnelby
370,182,246,246,182,rock,ground,300,grass,,490,FALSE,4,Skarmory
371,741,117,741,117,fire,flying,476,water,,440,TRUE,2,Skiddo
372,29,431,431,29,normal,,310,poison,,275,TRUE,1,Deoxys Defense Forme
373,719,574,574,719,psychic,,290,rock,fairy,700,FALSE,1,Simisear
374,209,477,477,209,ghost,,525,fairy,,300,TRUE,1,Mega Lopunny
375,492,37,37,492,fire,ice,299,grass,grass,600,FALSE,0.25,Nidoqueen
376,425,43,425,43,ghost,flying,348,grass,poison,320,TRUE,0.25,Primal Groudon
377,207,284,284,207,bug,flying,454,ground,flying,430,TRUE,0,Mega Swampert
378,749,512,512,749,grass,,498,ground,,385,TRUE,0.5,Mega Abomasnow
379,539,153,153,539,grass,,405,fight,,465,FALSE,1,Kabutops
380,152,159,159,152,water,,405,grass,,318,TRUE,2,Moltres
381,738,18,738,18,bug,electric,500,normal,flying,579,FALSE,1,Flabébé
382,182,579,579,182,psychic,,490,grass,,490,FALSE,1,Pidove
383,69,302,69,302,grass,poison,300,dark,ghost,480,FALSE,1,Abra
384,173,713,713,173,ice,,514,fairy,,218,TRUE,1,Kyurem White Kyurem
385,488,199,488,199,psychic,,600,water,psychic,490,TRUE,0.5,Mime Jr.
386,683,506,683,506,fairy,,462,normal,,275,TRUE,1,Druddigon
387,2,619,2,619,grass,poison,405,fight,,350,TRUE,0.5,Ivysaur
388,735,255,735,255,normal,,418,fire,,310,TRUE,1,Vivillon
389,70,800,70,800,grass,poison,390,psychic,,600,FALSE,2,Kadabra
390,120,67,67,120,fight,,405,water,,340,TRUE,1,Poliwhirl
391,738,610,610,738,dragon,,320,bug,electric,500,FALSE,0.5,Lilligant
392,68,397,397,68,normal,flying,340,fight,,505,FALSE,1,Glalie
393,540,714,540,714,bug,grass,310,flying,dragon,245,TRUE,4,Azelf
394,184,197,184,197,water,fairy,420,dark,,525,FALSE,0.5,Crobat
395,577,58,58,577,fire,,350,psychic,,290,TRUE,1,Meowth
396,750,29,29,750,poison,,275,ground,,500,FALSE,2,Ekans
397,391,640,391,640,fire,fight,405,grass,fight,580,FALSE,0.5,Tropius
398,211,737,211,737,water,poison,440,bug,electric,400,TRUE,1,Quagsire
399,462,694,694,462,electric,normal,289,electric,steel,535,FALSE,0.25,Durant
400,337,147,147,337,dragon,,300,rock,psychic,460,FALSE,1,Jolteon
401,459,644,644,459,dragon,electric,680,grass,ice,334,TRUE,1,Vanillite
402,615,652,615,652,ice,,515,grass,fight,530,FALSE,2,Darumaka
403,786,180,786,180,psychic,fairy,570,electric,,365,TRUE,1,Gourgeist Small Size
404,247,594,594,247,water,,470,rock,ground,410,TRUE,1,Gurdurr
405,536,720,536,720,water,ground,384,psychic,ghost,680,FALSE,1,Fan Rotom
406,729,586,586,729,normal,grass,475,water,,420,TRUE,0.5,Gigalith
407,715,80,715,80,flying,dragon,535,water,psychic,590,FALSE,0.5,Keldeo Resolute Forme
408,516,740,516,740,water,,498,fight,ice,478,TRUE,0.5,Rhyperior
409,440,525,525,440,rock,,390,normal,,220,TRUE,0.5,Mamoswine
410,174,410,410,174,rock,steel,350,normal,fairy,210,TRUE,0.125,Mega Salamence
411,634,424,424,634,normal,,482,dark,dragon,420,TRUE,1,Groudon
412,252,797,797,252,steel,flying,570,grass,,310,TRUE,0.25,Mega Diancie
413,317,294,317,294,poison,,467,normal,,360,TRUE,1,Shedinja
414,463,790,790,463,psychic,,400,normal,,515,FALSE,1,Avalugg
415,770,7,7,770,water,,314,ghost,ground,480,FALSE,1,Charizard
416,110,783,110,783,poison,,490,dragon,fight,420,TRUE,0.5,Electrode
417,454,469,469,454,bug,flying,515,poison,fight,490,TRUE,0.25,Cherrim
418,241,731,241,731,normal,,490,normal,flying,265,TRUE,1,Corsola
419,688,190,688,190,rock,water,306,normal,,360,FALSE,0.5,Bouffalant
420,271,21,271,21,water,grass,340,normal,flying,262,TRUE,2,Ho-oh
421,738,789,738,789,bug,electric,500,psychic,,200,TRUE,1,Flabébé
422,476,223,476,223,rock,steel,525,water,,300,TRUE,2,Lopunny
423,574,283,574,283,psychic,,290,bug,water,269,TRUE,2,Simisear
424,621,551,551,621,ground,dark,292,dragon,,485,FALSE,1,Shaymin Land Forme
425,723,617,723,617,grass,flying,420,bug,,495,FALSE,1,Braixen
426,1,679,679,1,steel,ghost,325,grass,poison,318,TRUE,0,Accelgor
427,595,131,595,131,bug,electric,319,water,ice,535,FALSE,1,Conkeldurr
428,433,339,339,433,water,ground,288,psychic,,285,TRUE,1,Manectric
429,247,452,247,452,rock,ground,410,poison,dark,500,FALSE,0.25,Houndour
430,19,709,709,19,ghost,grass,474,normal,dark,253,TRUE,0,Landorus Incarnate Forme
431,410,278,410,278,rock,steel,350,water,flying,270,TRUE,0.5,Mega Salamence
432,103,142,103,142,grass,psychic,530,rock,flying,615,FALSE,2,Mega Gengar
433,37,337,337,37,rock,psychic,460,fire,ice,299,TRUE,0.5,Mega Medicham
434,453,29,453,29,poison,fight,300,poison,,275,TRUE,0.5,Roserade
435,73,113,113,73,normal,,450,water,poison,515,FALSE,1,Cubone
436,374,87,374,87,steel,psychic,300,water,ice,475,FALSE,0.5,Corphish
437,634,784,784,634,dragon,fight,600,dark,dragon,420,TRUE,1,Pumpkaboo Super Size
438,681,790,681,790,steel,ghost,520,psychic,,400,TRUE,0.5,Mienfoo
439,181,765,181,765,electric,,610,normal,psychic,490,TRUE,1,Ledian
440,584,498,498,584,fire,,308,ice,,535,FALSE,0.5,Lucario
441,586,590,590,586,grass,poison,294,normal,grass,475,FALSE,0.25,Excadrill
442,732,1,732,1,normal,flying,355,grass,poison,318,TRUE,0.5,Talonflame
443,478,524,478,524,ice,ghost,480,rock,,280,TRUE,2,Mismagius
444,734,19,19,734,normal,dark,253,normal,,253,FALSE,1,Beedrill
445,634,348,634,348,dark,dragon,420,rock,bug,495,FALSE,2,Minccino
446,567,755,567,755,rock,flying,567,grass,fairy,285,TRUE,1,Herdier
447,354,82,354,82,ghost,,555,electric,steel,465,TRUE,1,Camerupt
448,417,783,417,783,electric,,405,dragon,fight,420,FALSE,1,Registeel
449,420,85,420,85,grass,,275,normal,flying,470,FALSE,2,Latios
450,610,215,610,215,dragon,,320,dark,ice,430,FALSE,2,Lilligant
451,350,160,350,160,water,,540,water,,530,TRUE,0.5,Mega Sharpedo
452,122,588,588,122,bug,,315,psychic,fairy,460,FALSE,1,Swoobat
453,159,77,159,77,water,,405,fire,,410,FALSE,0.5,Moltres
454,398,598,398,598,normal,flying,485,grass,steel,489,FALSE,0.5,Mega Glalie
455,300,704,704,300,dragon,,300,normal,,260,TRUE,1,Tornadus Therian Forme
456,508,293,508,293,normal,,500,normal,,240,TRUE,1,Lumineon
457,763,685,685,763,fairy,,480,grass,,510,FALSE,1,Golurk
458,428,203,428,203,normal,,580,normal,psychic,455,TRUE,1,Jirachi
459,509,199,509,199,dark,,281,water,psychic,490,FALSE,0,Mantyke
460,106,592,106,592,fight,,455,water,ghost,335,TRUE,1,Hypno
461,550,394,550,394,water,,460,water,,405,TRUE,0.5,Darkrai
462,310,48,48,310,bug,poison,305,electric,,575,FALSE,1,Golbat
463,80,314,314,80,bug,,430,water,psychic,590,FALSE,1,Slaking
464,463,203,463,203,normal,,515,normal,psychic,455,TRUE,1,Combee
465,484,9,9,484,water,,630,water,dragon,680,FALSE,0.5,Mega Charizard Y
466,700,49,700,49,fairy,,525,bug,poison,450,TRUE,1,Cobalion
467,437,533,533,437,fight,,405,steel,psychic,500,FALSE,2,Heat Rotom
468,73,485,73,485,water,poison,515,fire,steel,600,FALSE,0.25,Machop
469,627,314,314,627,bug,,430,normal,flying,350,TRUE,2,Slaking
470,216,657,216,657,normal,,330,water,,405,FALSE,1,Misdreavus
471,126,617,126,617,fire,,495,bug,,495,FALSE,0.5,Horsea
472,632,707,707,632,steel,fairy,470,bug,steel,484,FALSE,0.25,Reshiram
473,692,331,692,331,water,,330,grass,,335,FALSE,2,Mandibuzz
474,11,309,309,11,electric,,295,bug,,205,TRUE,1,Masquerain
475,483,22,483,22,steel,dragon,680,normal,flying,442,TRUE,0.25,Stunky
476,665,170,170,665,water,electric,330,bug,,213,TRUE,1,Cyndaquil
477,540,337,540,337,bug,grass,310,rock,psychic,460,FALSE,2,Azelf
478,39,299,299,39,rock,,375,normal,fairy,270,TRUE,0.5,Shiftry
479,761,762,762,761,grass,,290,grass,,210,TRUE,0.5,Dragalge
480,441,1,441,1,normal,flying,411,grass,poison,318,TRUE,0.5,Empoleon
481,434,137,137,434,normal,,395,poison,dark,329,TRUE,1,Pinsir
482,700,433,700,433,fairy,,525,psychic,,285,TRUE,1,Cobalion
483,52,379,379,52,steel,,580,normal,dark,290,TRUE,0.5,Cradily
484,158,171,158,171,water,,314,water,electric,460,FALSE,1,Zapdos
485,769,374,769,374,ghost,ground,320,steel,psychic,300,TRUE,1,Amaura
486,789,690,690,789,poison,water,320,psychic,,200,TRUE,2,Braviary
487,393,255,255,393,fire,,310,water,,314,FALSE,2,Smeargle
488,307,741,307,741,fight,psychic,280,fire,flying,476,FALSE,2,Mega Gardevoir
489,528,492,528,492,psychic,flying,425,grass,grass,600,FALSE,0.25,Mega Gallade
490,212,24,24,212,poison,,448,bug,steel,600,FALSE,0.5,Mega Pidgeot
491,99,173,99,173,water,,475,fairy,,218,TRUE,1,Cloyster
492,58,253,58,253,fire,,350,grass,,405,FALSE,0.5,Meowth
493,226,289,226,289,water,flying,485,normal,,670,FALSE,1,Snubbull
494,365,609,365,609,ice,water,530,ghost,fire,520,TRUE,1,Swablu
495,409,532,409,532,rock,,495,fight,,305,TRUE,2,Salamence
496,647,294,647,294,water,fight,580,normal,,360,TRUE,1,Deerling
497,15,756,756,15,grass,fairy,405,bug,poison,495,FALSE,4,Slurpuff
498,196,774,196,774,psychic,,525,rock,flying,500,TRUE,1,Ampharos
499,265,68,265,68,bug,,195,fight,,505,FALSE,0.5,Suicune
500,564,749,749,564,ground,,385,water,rock,355,TRUE,1,Honedge
501,750,248,248,750,rock,dark,700,ground,,500,TRUE,2,Houndoom
502,142,107,142,107,rock,flying,615,fight,,455,TRUE,1,Mega Gyarados
503,427,404,427,404,normal,,350,electric,,363,FALSE,1,Mega Rayquaza
504,454,302,302,454,dark,ghost,480,poison,fight,490,FALSE,0,Wingull
505,323,574,574,323,psychic,,290,fire,ground,560,FALSE,1,Simisear
506,262,67,67,262,fight,,405,dark,,420,FALSE,0.5,Poliwhirl
507,710,434,710,434,ghost,grass,335,poison,dark,329,TRUE,2,Landorus Therian Forme
508,291,666,291,666,bug,flying,456,bug,flying,411,TRUE,1,Beautifly
509,233,445,233,445,normal,,515,dragon,ground,700,FALSE,1,Mega Heracross
510,126,494,494,126,psychic,fire,600,fire,,495,TRUE,0.5,Garchomp
511,252,108,108,252,normal,,385,grass,,310,TRUE,1,Kingler
512,69,212,212,69,bug,steel,600,grass,poison,300,TRUE,0,Espeon
513,120,342,120,342,water,,340,water,dark,468,FALSE,0.5,Rhyhorn
514,224,173,173,224,fairy,,218,water,,480,FALSE,1,Totodile
515,695,94,94,695,ghost,poison,600,electric,normal,481,TRUE,0,Seel
516,672,355,672,355,grass,,350,ghost,,295,TRUE,1,Axew
517,409,254,409,254,rock,,495,grass,,630,FALSE,2,Salamence
518,195,607,607,195,ghost,fire,275,water,ground,430,FALSE,4,Cottonee
519,528,327,327,528,normal,,360,psychic,flying,425,FALSE,1,Sableye
520,127,81,127,81,bug,,600,electric,steel,325,TRUE,1,Seadra
521,698,336,336,698,poison,,458,rock,ice,362,TRUE,1,Medicham
522,422,705,705,422,dragon,,452,water,,325,TRUE,0.5,Thundurus Incarnate Forme
523,432,397,432,397,normal,,452,normal,flying,340,TRUE,1,Deoxys Speed Forme
524,409,376,409,376,rock,,495,steel,psychic,700,FALSE,2,Salamence
525,582,424,424,582,normal,,482,ice,,305,TRUE,1,Groudon
526,521,268,521,268,normal,flying,488,bug,,205,TRUE,0.5,Yanmega
527,304,708,708,304,ghost,grass,309,steel,rock,330,FALSE,1,Zekrom
528,385,492,492,385,grass,grass,600,steel,psychic,600,FALSE,1,Gible
529,560,70,560,70,dark,fight,488,grass,poison,390,TRUE,1,Emboar
530,545,149,149,545,dragon,flying,600,bug,poison,485,TRUE,0.5,Porygon
531,68,362,362,68,ice,,580,fight,,505,TRUE,2,Flygon
532,672,732,732,672,normal,flying,355,grass,,350,TRUE,0.5,Talonflame
533,632,14,632,14,bug,steel,484,bug,poison,205,TRUE,0,Zorua
534,641,341,341,641,water,,308,flying,,580,FALSE,1,Plusle
535,365,428,428,365,normal,,580,ice,water,530,TRUE,1,Jirachi
536,594,425,425,594,ghost,flying,348,water,,470,FALSE,1,Primal Groudon
537,764,529,764,529,fairy,,485,ground,,328,TRUE,1,Clawitzer
538,397,161,397,161,normal,flying,340,normal,,215,TRUE,1,Glalie
539,111,670,670,111,fairy,,551,ground,rock,345,TRUE,1,Lampent
540,219,738,219,738,fire,rock,430,bug,electric,500,FALSE,0.5,Girafarig
541,408,647,647,408,water,fight,580,rock,,350,TRUE,0.5,Deerling
542,516,107,107,516,fight,,455,water,,498,FALSE,1,Krabby
543,622,736,736,622,bug,,300,ground,ghost,303,FALSE,0.5,Litleo
544,212,128,212,128,bug,steel,600,normal,,490,TRUE,0.5,Espeon
545,685,648,648,685,normal,psychic,600,fairy,,480,TRUE,1,Sawsbuck
546,406,420,420,406,grass,,275,grass,poison,280,FALSE,1,Latios
547,501,689,689,501,rock,water,500,water,,308,TRUE,1,Rufflet
548,533,211,533,211,fight,,405,water,poison,440,FALSE,1,Heat Rotom
549,413,580,413,580,bug,grass,424,water,flying,305,TRUE,2,Metagross
550,74,277,277,74,normal,flying,455,rock,ground,300,TRUE,0,Torchic
551,460,713,713,460,ice,,514,grass,ice,594,FALSE,0.5,Kyurem White Kyurem
552,450,8,8,450,water,,405,ground,,525,FALSE,1,Mega Charizard X
553,376,196,196,376,psychic,,525,steel,psychic,700,FALSE,0.5,Ampharos
554,292,510,510,292,dark,,446,bug,ghost,236,TRUE,1,Snover
555,282,186,282,186,psychic,fairy,618,water,,500,TRUE,1,Marshtomp
556,384,699,699,384,rock,ice,521,dragon,flying,780,FALSE,0.5,Volcarona
557,295,741,741,295,fire,flying,476,normal,,490,FALSE,1,Skiddo
558,346,790,346,790,rock,grass,495,psychic,,400,TRUE,1,Gulpin
559,269,187,269,187,bug,poison,385,grass,flying,250,TRUE,0.5,Mega Tyranitar
560,45,323,323,45,fire,ground,560,grass,poison,490,TRUE,0.5,Azurill
561,89,778,778,89,ghost,fairy,476,poison,poison,500,FALSE,1,Klefki
562,151,238,151,238,psychic,,600,ice,psychic,305,TRUE,0.5,Omastar
563,774,667,774,667,rock,flying,500,fire,normal,369,TRUE,0.25,Carbink
564,266,301,301,266,normal,,400,bug,,205,TRUE,1,Swellow
565,602,375,375,602,steel,psychic,420,electric,,275,TRUE,1,Crawdaunt
566,31,490,490,31,water,,600,poison,ground,505,TRUE,1,Chatot
567,92,182,92,182,ghost,poison,310,grass,,490,FALSE,0.5,Doduo
568,588,390,588,390,bug,,315,fire,,309,TRUE,2,Swoobat
569,476,434,476,434,rock,steel,525,poison,dark,329,TRUE,0,Lopunny
570,360,426,426,360,ghost,flying,498,psychic,,260,TRUE,1,Rayquaza
571,101,21,21,101,normal,flying,262,electric,,490,FALSE,2,Pidgey
572,267,182,267,182,bug,flying,395,grass,,490,FALSE,0.25,Pupitar
573,245,72,72,245,water,poison,335,water,,580,FALSE,0.5,Mega Alakazam
574,10,17,17,10,normal,flying,349,bug,,195,TRUE,0.5,Weedle
575,110,425,425,110,ghost,flying,348,poison,,490,FALSE,0.5,Primal Groudon
576,244,177,177,244,psychic,flying,320,fire,,580,FALSE,1,Furret
577,209,465,465,209,grass,,535,fairy,,300,TRUE,1,Pachirisu
578,778,760,778,760,ghost,fairy,476,normal,fight,500,FALSE,0,Klefki
579,192,721,192,721,grass,,425,fire,water,600,FALSE,1,Natu
580,340,110,110,340,poison,,490,water,ground,468,TRUE,2,Electrode
581,555,443,443,555,dragon,ground,300,fire,fire,540,FALSE,0.25,Staravia
582,538,82,538,82,fight,,465,electric,steel,465,FALSE,1,Uxie
583,123,434,123,434,bug,flying,500,poison,dark,329,TRUE,1,Tangela
584,597,627,597,627,grass,steel,305,normal,flying,350,FALSE,0.5,Palpitoad
585,409,56,409,56,rock,,495,fight,,305,TRUE,2,Salamence
586,458,301,301,458,normal,,400,water,flying,345,TRUE,1,Swellow
587,65,644,65,644,psychic,,600,dragon,electric,680,FALSE,1,Arcanine
588,584,319,319,584,water,dark,560,ice,,535,TRUE,0.5,Loudred
589,262,210,210,262,fairy,,450,dark,,420,TRUE,0.5,Wooper
590,116,492,116,492,water,,295,grass,grass,600,FALSE,4,Hitmonchan
591,75,480,480,75,psychic,,580,rock,ground,390,TRUE,1,Glameow
592,38,302,302,38,dark,ghost,480,fire,ice,505,FALSE,1,Wingull
593,750,656,656,750,water,,314,ground,,500,FALSE,1,Alomomola
594,453,174,453,174,poison,fight,300,normal,fairy,210,TRUE,1,Roserade
595,375,509,375,509,steel,psychic,420,dark,,281,TRUE,2,Crawdaunt
596,791,203,791,203,psychic,steel,680,normal,psychic,455,TRUE,0.125,Noibat
597,617,266,617,266,bug,,495,bug,,205,TRUE,1,Darmanitan Zen Mode
598,480,541,541,480,bug,grass,380,psychic,,580,FALSE,1,Dialga
599,425,750,425,750,ghost,flying,348,ground,,500,FALSE,0,Primal Groudon
600,325,276,276,325,normal,flying,270,psychic,,330,FALSE,1,Mega Sceptile
601,385,157,157,385,fire,,534,steel,psychic,600,FALSE,0.5,Articuno
602,331,648,648,331,normal,psychic,600,grass,,335,TRUE,1,Sawsbuck
603,566,34,34,566,poison,ground,505,rock,flying,401,TRUE,0.5,Sandslash
604,86,502,502,86,water,,413,water,,325,TRUE,0.5,Skorupi
605,214,435,214,435,bug,fight,600,poison,dark,479,TRUE,0.5,Murkrow
606,551,778,551,778,ground,dark,292,ghost,fairy,476,FALSE,1,Shaymin Land Forme
607,300,354,300,354,normal,,260,ghost,,555,FALSE,0,Taillow
608,438,630,438,630,rock,,290,dark,flying,510,FALSE,0.5,Infernape
609,209,397,209,397,fairy,,300,normal,flying,340,FALSE,1,Yanma
610,582,666,582,666,ice,,305,bug,flying,411,FALSE,1,Blitzle
611,52,780,780,52,normal,dragon,485,normal,dark,290,TRUE,1,Trevenant
612,492,417,417,492,electric,,405,grass,grass,600,FALSE,1,Registeel
613,519,581,581,519,water,flying,473,normal,flying,264,TRUE,1,Unfezant
614,11,771,771,11,water,,410,bug,,205,TRUE,1,Sylveon
615,725,340,340,725,water,ground,468,fire,,320,TRUE,0.5,Mega Manectric
616,286,313,313,286,bug,,430,grass,fight,460,FALSE,0.25,Vigoroth
617,79,633,633,79,dark,dragon,300,water,psychic,315,FALSE,0,Zoroark
618,435,83,435,83,poison,dark,479,normal,flying,377,TRUE,1,Torterra
619,565,55,55,565,water,,500,water,rock,495,TRUE,0.5,Venomoth
620,313,754,313,754,bug,,430,grass,,480,FALSE,0.5,Vigoroth
621,247,685,247,685,rock,ground,410,fairy,,480,FALSE,1,Houndour
622,698,215,698,215,rock,ice,362,dark,ice,430,FALSE,0.5,Larvesta
623,76,567,567,76,rock,flying,567,rock,ground,495,TRUE,0,Herdier
624,451,21,451,21,poison,bug,330,normal,flying,262,TRUE,2,Luxray
625,132,473,132,473,normal,,288,ice,ground,530,FALSE,1,Mr. Mime
626,500,215,500,215,fire,fight,528,dark,ice,430,TRUE,0.25,Hippopotas
627,4,13,4,13,fire,,309,bug,poison,195,TRUE,0.5,Mega Venusaur
628,111,188,111,188,ground,rock,345,grass,flying,340,TRUE,2,Exeggcute
629,39,519,519,39,normal,flying,264,normal,fairy,270,FALSE,1,Magmortar
630,129,303,129,303,water,,200,steel,fairy,480,FALSE,0.5,Seaking
631,306,39,306,39,steel,rock,630,normal,fairy,270,TRUE,0.125,Gardevoir
632,752,595,595,752,bug,electric,319,water,bug,454,FALSE,1,Conkeldurr
633,699,458,699,458,rock,ice,521,water,flying,345,TRUE,1,Volcarona
634,708,456,708,456,ghost,grass,309,water,,330,FALSE,0.5,Zekrom
635,102,304,102,304,grass,psychic,325,steel,rock,330,FALSE,1,Gengar
636,399,239,239,399,electric,,360,normal,,250,TRUE,1,Swinub
637,37,13,13,37,bug,poison,195,fire,ice,299,FALSE,2,Mega Blastoise
638,498,282,498,282,fire,,308,psychic,fairy,618,FALSE,0.5,Lucario
639,649,489,649,489,bug,steel,600,water,,480,TRUE,1,Emolga
640,535,189,535,189,water,,294,grass,flying,460,FALSE,2,Frost Rotom
641,147,189,147,189,dragon,,300,grass,flying,460,FALSE,0.5,Jolteon
642,107,32,32,107,poison,,273,fight,,455,FALSE,0.5,Raichu
643,688,350,350,688,water,,540,rock,water,306,TRUE,0.5,Mega Sharpedo
644,559,540,540,559,bug,grass,310,dark,fight,348,FALSE,0.5,Azelf
645,28,44,44,28,grass,poison,395,ground,ice,450,FALSE,2,Ninetales
646,277,168,168,277,bug,poison,400,normal,flying,455,FALSE,2,Bayleef
647,285,328,328,285,ground,,290,grass,,295,FALSE,2,Mega Sableye
648,650,652,650,652,grass,,313,grass,fight,530,FALSE,0.5,Karrablast
649,638,393,393,638,water,,314,steel,fight,580,FALSE,0.5,Absol
650,365,233,233,365,normal,,515,ice,water,530,FALSE,1,Mega Heracross
651,215,290,215,290,dark,ice,430,bug,ground,266,TRUE,2,Slowking
652,576,231,576,231,psychic,,490,ground,,330,TRUE,1,Simipour
653,335,333,335,333,normal,,458,normal,flying,310,TRUE,1,Meditite
654,79,392,79,392,water,psychic,315,fire,fight,534,FALSE,0.25,Tentacool
655,181,41,181,41,electric,,610,poison,flying,245,TRUE,0.5,Ledian
656,136,546,136,546,fire,,525,grass,fairy,280,TRUE,0.25,Magmar
657,208,685,685,208,fairy,,480,steel,ground,610,FALSE,2,Golurk
658,634,480,480,634,psychic,,580,dark,dragon,420,TRUE,2,Glameow
659,481,690,481,690,psychic,,580,poison,water,320,TRUE,1,Purugly
660,262,47,47,262,bug,grass,405,dark,,420,FALSE,1,Zubat
661,87,59,59,87,fire,,555,water,ice,475,TRUE,1,Persian
662,637,695,695,637,electric,normal,481,bug,fire,550,FALSE,1,Deino
663,712,74,712,74,ice,,304,rock,ground,300,TRUE,2,Kyurem Black Kyurem
664,696,274,274,696,grass,dark,340,rock,dragon,362,FALSE,1,Grovyle
665,485,101,101,485,electric,,490,fire,steel,600,FALSE,0.5,Haunter
666,484,661,661,484,normal,flying,278,water,dragon,680,FALSE,1,Klink
667,721,631,631,721,fire,,484,fire,water,600,FALSE,1,Garbodor
668,354,257,257,354,fire,fight,630,ghost,,555,TRUE,1,Hitmontop
669,485,605,605,485,psychic,,335,fire,steel,600,FALSE,1,Whirlipede
670,27,798,798,27,grass,steel,570,ground,ice,300,TRUE,1,Hoopa Confined
671,604,131,131,604,water,ice,535,electric,,515,TRUE,2,Starmie
672,336,532,532,336,fight,,305,poison,,458,FALSE,1,Rotom
673,298,179,179,298,electric,,280,normal,fairy,190,TRUE,1,Noctowl
674,297,394,394,297,water,,405,fight,,474,FALSE,1,Mega Absol
675,260,358,260,358,water,ground,635,psychic,,455,TRUE,1,Magby
676,429,475,429,475,ghost,,495,psychic,fight,618,FALSE,0,Deoxys Normal Forme
677,546,416,546,416,grass,fairy,280,bug,flying,474,FALSE,2,Giratina Origin Forme
